fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type
7.7,0.27,0.49,1.8,0.041,23,86,0.9914,3.16,0.42,12.5,6,White
5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.6,7,Red
7.2,0.15,0.39,1.8,0.043,21,159,0.9948,3.52,0.47,10,5,White
6.9,0.29,0.25,12.2,0.04,29,136,0.99552,3.05,0.65,10.4,6,White
6.6,0.26,0.56,15.4,0.053,32,141,0.9981,3.11,0.49,9.3,5,White
5.8,0.3,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1,7,White
6.1,0.25,0.3,1.2,0.036,42,107,0.991,3.34,0.56,10.8,7,White
6.1,0.6,0.12,1.8,0.05,11,76,0.99268,3.42,0.48,10.4,4,White
9.4,0.16,0.23,1.6,0.042,14,67,0.9942,3.07,0.32,9.5,5,White
7.1,0.23,0.24,5.4,0.039,60,196,0.9948,3.19,0.78,10,4,White
5,0.27,0.32,4.5,0.032,58,178,0.98956,3.45,0.31,12.6,7,White
6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11,7,White
6.1,0.32,0.33,10.7,0.036,27,98,0.99521,3.34,0.52,10.2,6,White
6.4,0.34,0.23,6.3,0.039,37,143,0.9944,3.19,0.65,10,6,White
6.1,0.21,0.3,6.3,0.039,47,136,0.99068,3.27,0.31,12.7,6,White
6.9,0.28,0.4,8.2,0.036,15,95,0.9944,3.17,0.33,10.2,5,White
6.5,0.25,0.2,1.4,0.024,29,101,0.9916,3.24,0.54,10.8,6,White
6.9,0.28,0.24,2.1,0.034,49,121,0.98882,2.98,0.43,13.2,7,White
6.2,0.24,0.35,1.2,0.038,22,167,0.9912,3.1,0.48,10.6,6,White
7.2,0.3,0.3,8.1,0.05,40,188,0.99652,3.15,0.49,9.1,6,White
10,0.43,0.33,2.7,0.095,28,89,0.9984,3.22,0.68,10,5,Red
5.5,0.19,0.27,0.9,0.04,52,103,0.99026,3.5,0.39,11.2,5,White
5.9,0.23,0.3,12.9,0.054,57,170,0.9972,3.28,0.39,9.4,5,White
6.4,0.14,0.28,7.9,0.057,21,82,0.99425,3.26,0.36,10,6,White
4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,5,White
8.9,0.34,0.34,1.6,0.056,13,176,0.9946,3.14,0.47,9.7,5,White
8.2,0.37,0.27,1.7,0.028,10,59,0.9923,2.97,0.48,10.4,5,White
6.4,0.37,0.49,13.3,0.045,53,243,0.9982,3.14,0.48,8.5,6,White
6.9,0.19,0.31,19.25,0.043,38,167,0.99954,2.93,0.52,9.1,7,White
8.4,0.37,0.43,2.3,0.063,12,19,0.9955,3.17,0.81,11.2,7,Red
6.7,0.18,0.3,6.4,0.048,40,251,0.9956,3.29,0.52,10,5,White
5.3,0.2,0.31,3.6,0.036,22,91,0.99278,3.41,0.5,9.8,6,White
9.2,0.32,0.42,1.3,0.046,14,186,0.9949,3.08,0.48,9.6,5,White
7.4,0.19,0.49,9.3,0.03,26,132,0.994,2.99,0.32,11,7,White
7.3,0.26,0.53,12.7,0.047,60.5,164.5,0.9984,3.06,0.45,9.1,6,White
5.8,0.17,0.34,1.8,0.045,96,170,0.99035,3.38,0.9,11.8,8,White
6.4,0.32,0.31,1.9,0.037,34,126,0.99,3.06,0.45,11.8,6,White
9.1,0.68,0.11,2.8,0.093,11,44,0.99888,3.31,0.55,9.5,6,Red
7.5,0.19,0.49,1.6,0.047,42,140,0.9932,3.4,0.47,10.7,6,White
7,0.25,0.33,2.1,0.021,17,76,0.99021,3.26,0.45,12.3,6,White
6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,5,White
6.4,0.41,0.01,6.1,0.048,20,70,0.99362,3.19,0.42,10,5,White
6.1,0.34,0.31,12,0.053,46,238,0.9977,3.16,0.48,8.6,5,White
8.8,0.23,0.35,10.7,0.04,26,183,0.9984,2.93,0.49,9.1,6,White
6.2,0.29,0.32,3.6,0.026,39,138,0.9892,3.31,0.37,13.1,7,White
6.5,0.39,0.23,8.3,0.051,28,91,0.9952,3.44,0.55,12.1,6,Red
7.6,0.67,0.14,1.5,0.074,25,168,0.9937,3.05,0.51,9.3,5,White
6.7,0.61,0.21,1.65,0.117,40,240,0.9938,3.11,0.57,9.3,5,White
6.4,0.31,0.39,7.5,0.04,57,213,0.99475,3.32,0.43,10,5,White
5.8,0.15,0.28,0.8,0.037,43,127,0.99198,3.24,0.51,9.3,5,White
6.1,0.26,0.28,1.7,0.043,24,98,0.98918,3.14,0.44,12.5,6,White
5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,6,White
6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,5,White
10,0.49,0.2,11,0.071,13,50,1.0015,3.16,0.69,9.2,6,Red
6.5,0.44,0.47,5.45,0.014,44,137,0.98984,3.13,0.32,13,8,White
5.6,0.2,0.36,2.5,0.048,16,125,0.99282,3.49,0.49,10,6,White
5.9,0.4,0.32,6,0.034,50,127,0.992,3.51,0.58,12.5,7,White
7.8,0.55,0.35,2.2,0.074,21,66,0.9974,3.25,0.56,9.2,5,Red
7.3,0.24,0.39,17.95,0.057,45,149,0.9999,3.21,0.36,8.6,5,White
7.6,0.25,0.34,1.3,0.056,34,176,0.99434,3.1,0.51,9.5,5,White
6.9,0.26,0.49,1.6,0.058,39,166,0.9965,3.65,0.52,9.4,4,White
5.7,0.33,0.32,1.4,0.043,28,93,0.9897,3.31,0.5,12.3,6,White
6.6,0.26,0.52,8.2,0.047,52,191,0.99541,3.16,0.47,9.5,6,White
8.2,0.26,0.33,2.6,0.053,11,71,0.99402,2.89,0.49,9.5,5,White
7,0.29,0.54,10.7,0.046,59,234,0.9966,3.05,0.61,9.5,5,White
6.3,0.2,0.58,1.4,0.204,15,97,0.9931,3.16,0.43,10,6,White
7.5,0.38,0.33,9.2,0.043,19,116,0.99444,3.08,0.42,11.4,6,White
7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,5,White
6,0.3,0.33,2.1,0.042,31,127,0.98964,3.32,0.42,12.5,6,White
6.1,0.28,0.25,6.9,0.056,44,201,0.9955,3.19,0.4,9.1,6,White
7.2,0.32,0.3,8.25,0.02,14,104,0.99362,2.99,0.44,11.4,6,White
7.6,0.32,0.35,1.6,0.092,24,138,0.99438,3.19,0.44,9.8,5,White
6.9,0.54,0.04,3,0.077,7,27,0.9987,3.69,0.91,9.4,6,Red
6.9,0.24,0.4,15.4,0.052,81,198,0.9986,3.2,0.69,9.4,5,White
6.7,0.18,0.37,1.3,0.027,42,125,0.98939,3.24,0.37,12.8,7,White
6.9,0.45,0.27,4.7,0.035,17,80,0.99058,3.12,0.36,12.5,7,White
6.1,0.14,0.25,1.3,0.047,37,173,0.9925,3.35,0.46,10,6,White
6.6,0.38,0.29,2.4,0.136,15,93,0.99336,3.18,0.6,9.5,5,White
9.2,0.27,0.34,10.5,0.043,49,228,0.9974,3.04,0.41,10.4,6,White
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,5,Red
8.1,0.2,0.28,0.9,0.023,49,87,0.99062,2.92,0.36,11.1,6,White
8,0.26,0.28,8.2,0.038,72,202,0.99566,3.12,0.56,10,6,White
6.4,0.43,0.32,1.4,0.048,10,67,0.992,3.08,0.41,11.4,5,White
6.5,0.26,0.43,8.9,0.083,50,171,0.9965,2.85,0.5,9,5,White
8.2,0.7,0.23,2,0.099,14,81,0.9973,3.19,0.7,9.4,5,Red
7.4,0.39,0.48,2,0.082,14,67,0.9972,3.34,0.55,9.2,5,Red
6.3,0.3,0.48,1.8,0.069,18,61,0.9959,3.44,0.78,10.3,6,Red
6.8,0.28,0.36,1.6,0.04,25,87,0.9924,3.23,0.66,10.3,6,White
5.7,0.21,0.32,0.9,0.038,38,121,0.99074,3.24,0.46,10.6,6,White
5.8,0.18,0.28,1.3,0.034,9,94,0.99092,3.21,0.52,11.2,6,White
14.2,0.27,0.49,1.1,0.037,33,156,0.992,3.15,0.54,11.1,6,White
6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7,White
6.45,0.14,0.42,1.2,0.05,51,129,0.99116,3.27,0.69,11.1,7,White
7,0.16,0.26,7.3,0.047,30,220,0.99622,3.38,0.58,10.1,6,White
7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,5,White
6.4,0.25,0.32,11.3,0.038,69,192,0.99573,3.14,0.5,10.2,6,White
7.8,0.15,0.24,7.7,0.047,21,98,0.9951,2.94,0.31,9.6,6,White
6.7,0.26,0.3,1.8,0.043,25,121,0.9944,3.44,0.61,10.2,6,White
7.2,0.32,0.33,1.4,0.029,29,109,0.9902,3.15,0.51,12.8,7,White
5.7,0.135,0.3,4.6,0.042,19,101,0.9946,3.31,0.42,9.3,6,White
8.3,0.33,0.42,1.15,0.033,18,96,0.9911,3.2,0.32,12.4,3,White
7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,7,White
6.1,0.26,0.25,2.9,0.047,289,440,0.99314,3.44,0.64,10.5,3,White
7.6,0.42,0.08,2.7,0.084,15,48,0.9968,3.21,0.59,10,5,Red
5.3,0.32,0.12,6.6,0.043,22,141,0.9937,3.36,0.6,10.4,6,White
9.3,0.48,0.29,2.1,0.127,6,16,0.9968,3.22,0.72,11.2,5,Red
5.6,0.24,0.34,2,0.041,14,73,0.98981,3.04,0.45,11.6,7,White
7.9,0.65,0.01,2.5,0.078,17,38,0.9963,3.34,0.74,11.7,7,Red
7.8,0.25,0.37,1,0.043,10,80,0.99128,3.08,0.38,11.4,5,White
7.1,0.25,0.39,2.1,0.036,30,124,0.9908,3.28,0.43,12.2,8,White
6.5,0.35,0.28,12.4,0.051,86,213,0.9962,3.16,0.51,9.9,6,White
5.7,0.15,0.47,11.4,0.035,49,128,0.99456,3.03,0.34,10.5,8,White
6.2,0.28,0.57,1,0.043,50,92,0.99004,3.17,0.36,11.5,6,White
7,0.33,0.28,5.7,0.033,39,204,0.99176,3.17,0.64,12.5,6,White
7,0.31,0.29,1.4,0.037,33,128,0.9896,3.12,0.36,12.2,7,White
10.3,0.41,0.42,2.4,0.213,6,14,0.9994,3.19,0.62,9.5,6,Red
7.1,0.38,0.4,2.2,0.042,54,201,0.99177,3.03,0.5,11.4,5,White
6.1,0.34,0.46,4.7,0.029,21,94,0.991,3.29,0.62,12.3,6,White
7.7,0.64,0.21,2.2,0.077,32,133,0.9956,3.27,0.45,9.9,5,Red
6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,5,Red
6.7,0.675,0.07,2.4,0.089,17,82,0.9958,3.35,0.54,10.1,5,Red
6.9,0.18,0.38,8.1,0.049,44,176,0.9958,3.3,0.54,9.8,6,White
6.8,0.26,0.24,7.8,0.052,54,214,0.9961,3.13,0.47,8.9,5,White
7.1,0.6,0,1.8,0.074,16,34,0.9972,3.47,0.7,9.9,6,Red
7.8,0.56,0.19,1.8,0.104,12,47,0.9964,3.19,0.93,9.5,5,Red
8.4,0.745,0.11,1.9,0.09,16,63,0.9965,3.19,0.82,9.6,5,Red
9.3,0.39,0.4,2.6,0.073,10,26,0.9984,3.34,0.75,10.2,6,Red
7.1,0.34,0.32,2,0.051,29,130,0.99354,3.3,0.5,10.4,6,White
6.9,0.16,0.3,9.6,0.057,50,185,0.9978,3.39,0.38,9.6,6,White
15.5,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,5,Red
6.2,0.31,0.23,3.3,0.052,34,113,0.99429,3.16,0.48,8.4,5,White
9.9,1.005,0.46,1.4,0.046,34,185,0.9966,3.02,0.49,10.2,4,White
6.6,0.25,0.31,12.4,0.059,52,181,0.9984,3.51,0.47,9.8,6,White
5.9,0.32,0.19,14.5,0.042,37,115,0.99684,3.16,0.43,10.3,5,White
6.7,0.62,0.21,1.9,0.079,8,62,0.997,3.52,0.58,9.3,6,Red
7.8,0.815,0.01,2.6,0.074,48,90,0.99621,3.38,0.62,10.8,5,Red
7.1,0.43,0.42,5.5,0.07,29,129,0.9973,3.42,0.72,10.5,5,Red
7.7,0.43,0.28,4.5,0.046,33,102,0.9918,3.16,0.56,12.2,7,White
11.6,0.58,0.66,2.2,0.074,10,47,1.0008,3.25,0.57,9,3,Red
6.2,0.37,0.3,6.6,0.346,79,200,0.9954,3.29,0.58,9.6,5,White
6.2,0.46,0.29,2.1,0.074,32,98,0.99578,3.33,0.62,9.8,5,Red
7.8,0.39,0.26,9.9,0.059,33,181,0.9955,3.04,0.42,10.9,6,White
6,0.26,0.29,3.1,0.041,37,144,0.98944,3.22,0.39,12.8,7,White
5,0.2,0.4,1.9,0.015,20,98,0.9897,3.37,0.55,12.05,6,White
6.4,0.31,0.4,6.4,0.039,39,191,0.99513,3.14,0.52,9.8,5,White
6.6,0.41,0.27,10.7,0.11,20,103,0.99672,3.08,0.41,9,6,White
5.5,0.21,0.25,1.2,0.04,18,75,0.99006,3.31,0.56,11.3,6,White
7.6,0.28,0.39,1.9,0.052,23,116,0.9941,3.25,0.4,10.4,6,White
5.6,0.19,0.47,4.5,0.03,19,112,0.9922,3.56,0.45,11.2,6,White
7.4,0.19,0.49,9.3,0.03,26,132,0.994,2.99,0.32,11,7,White
6.3,0.27,0.25,5.8,0.038,52,155,0.995,3.28,0.38,9.4,6,White
7.2,0.6,0.2,9.9,0.07,21,174,0.9971,3.03,0.54,9.1,5,White
6.4,0.26,0.42,9.7,0.044,30,140,0.9962,3.18,0.47,9.1,6,White
8.1,0.31,0.24,1.6,0.032,10,67,0.9924,3.08,0.47,10.5,5,White
7.9,0.19,0.45,1.5,0.045,17,96,0.9917,3.13,0.39,11,6,White
7.3,0.22,0.4,14.75,0.042,44.5,129.5,0.9998,3.36,0.41,9.1,7,White
7.8,0.63,0.48,1.7,0.1,14,96,0.9961,3.19,0.62,9.5,5,Red
7.3,0.69,0.32,2.2,0.069,35,104,0.99632,3.33,0.51,9.5,5,Red
6.7,0.24,0.46,2.2,0.033,19,111,0.99045,3.1,0.62,11.9,6,White
7.3,0.22,0.49,9.9,0.031,48,161,0.9937,3.01,0.28,11.2,6,White
7.5,0.26,0.59,11.8,0.046,58,164,0.99814,3.17,0.46,8.9,4,White
7.2,0.5,0.18,2.1,0.071,12,31,0.99761,3.52,0.72,9.6,6,Red
6.8,0.18,0.38,1.4,0.038,35,111,0.9918,3.32,0.59,11.2,7,White
6.2,0.15,0.27,11,0.035,46,116,0.99602,3.12,0.38,9.1,6,White
5.3,0.47,0.1,1.3,0.036,11,74,0.99082,3.48,0.54,11.2,4,White
10.2,0.29,0.49,2.6,0.059,5,13,0.9976,3.05,0.74,10.5,7,Red
7,0.36,0.35,2.5,0.048,67,161,0.99146,3.05,0.56,11.1,6,White
6.4,0.16,0.22,1.4,0.04,41,149,0.9933,3.49,0.58,10,6,White
5.7,0.24,0.47,6.3,0.069,35,182,0.99391,3.11,0.46,9.75,5,White
11.9,0.38,0.51,2,0.121,7,20,0.9996,3.24,0.76,10.4,6,Red
8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,6,Red
7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,6,White
6.7,0.48,0.49,2.9,0.03,28,122,0.98926,3.13,0.4,13,6,White
7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,6,Red
7,0.29,0.37,1.6,0.035,34,126,0.99058,3.26,0.47,12.3,6,White
6.4,0.26,0.35,7.7,0.056,45,191,0.99527,3.16,0.5,9.5,5,White
8.6,0.17,0.28,2.7,0.047,38,150,0.99365,3.1,0.56,10.8,6,White
6,0.34,0.66,15.9,0.046,26,164,0.9979,3.14,0.5,8.8,6,White
6.9,0.34,0.3,4.7,0.029,34,148,0.99165,3.36,0.49,12.3,7,White
8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,6,Red
5.2,0.2,0.27,3.2,0.047,16,93,0.99235,3.44,0.53,10.1,7,White
5.5,0.17,0.23,2.9,0.039,10,108,0.99243,3.28,0.5,10,5,White
8.3,0.625,0.2,1.5,0.08,27,119,0.9972,3.16,1.12,9.1,4,Red
6.2,0.25,0.25,1.4,0.03,35,105,0.9912,3.3,0.44,11.1,7,White
8.4,0.34,0.42,2.1,0.072,23,36,0.99392,3.11,0.78,12.4,6,Red
8.2,0.21,0.32,10.65,0.053,53,145,0.9972,3.17,0.48,10.2,6,White
7,0.29,0.35,1.4,0.036,42,109,0.99119,3.31,0.62,11.6,6,White
7.5,0.13,0.38,1.1,0.023,42,104,0.99112,3.28,0.53,11.8,6,White
7.5,0.5,0.36,6.1,0.071,17,102,0.9978,3.35,0.8,10.5,5,Red
6.1,0.25,0.28,10,0.055,56,131,0.994,3.22,0.35,10.9,6,White
5.9,0.415,0.13,1.4,0.04,11,64,0.9922,3.29,0.52,10.5,5,White
7.6,0.31,0.52,13.2,0.042,61,148,0.99839,2.98,0.47,9.1,6,White
7.2,0.22,0.35,5.5,0.054,37,183,0.99474,3.08,0.5,10.3,5,White
6.5,0.29,0.31,1.7,0.035,24,79,0.99053,3.27,0.69,11.4,7,White
6.4,0.26,0.22,5.1,0.037,23,131,0.9944,3.29,0.32,10.1,5,White
6,0.2,0.24,5.3,0.075,49,201,0.99466,3.21,0.43,9.5,5,White
5.2,0.44,0.04,1.4,0.036,43,119,0.9894,3.36,0.33,12.1,8,White
12.5,0.28,0.54,2.3,0.082,12,29,0.9997,3.11,1.36,9.8,7,Red
6.9,0.25,0.27,9.05,0.039,37,128,0.9936,3.27,0.34,11.3,8,White
9,0.44,0.49,2.4,0.078,26,121,0.9978,3.23,0.58,9.2,5,Red
7.2,0.38,0.31,2,0.056,15,29,0.99472,3.23,0.76,11.3,8,Red
6,0.23,0.34,1.3,0.025,23,111,0.98961,3.36,0.37,12.7,6,White
8.7,0.31,0.73,14.35,0.044,27,191,1.00013,2.96,0.88,8.7,5,White
6.9,0.54,0.26,12.7,0.049,59,195,0.99596,3.26,0.54,10.5,6,White
6.8,0.22,0.24,4.9,0.092,30,123,0.9951,3.03,0.46,8.6,6,White
7,0.32,0.29,4.9,0.036,41,150,0.99168,3.38,0.43,12.2,6,White
5.9,0.3,0.3,2,0.03,38,142,0.98892,3.41,0.41,12.9,7,White
7.5,0.64,0,2.4,0.077,18,29,0.9965,3.32,0.6,10,6,Red
7.7,0.16,0.41,1.7,0.048,60,173,0.9932,3.24,0.66,11.2,7,White
6.8,0.18,0.46,1.4,0.064,37,160,0.9924,3.37,0.45,11.1,5,White
6.8,0.61,0.04,1.5,0.057,5,10,0.99525,3.42,0.6,9.5,5,Red
5.7,0.25,0.32,12.2,0.041,43,127,0.99524,3.23,0.53,10.4,7,White
6.9,0.26,0.33,12.6,0.051,59,173,0.998,3.39,0.38,9.9,5,White
8.3,0.19,0.49,1.2,0.051,11,137,0.9918,3.06,0.46,11,6,White
8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,5,Red
7.2,0.17,0.34,6.4,0.042,16,111,0.99278,2.99,0.4,10.8,6,White
7.8,0.24,0.32,12.2,0.054,42,138,0.9984,3.01,0.54,8.8,5,White
7.5,0.61,0.2,1.7,0.076,36,60,0.99494,3.1,0.4,9.3,5,Red
5.7,0.27,0.32,1.2,0.046,20,155,0.9934,3.8,0.41,10.2,6,White
6.1,0.2,0.4,1.9,0.028,32,138,0.9914,3.26,0.72,11.7,5,White
6.6,0.32,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9,5,White
5.6,0.205,0.16,12.55,0.051,31,115,0.99564,3.4,0.38,10.8,6,White
8.2,0.38,0.49,13.6,0.042,58,166,0.99855,3.1,0.54,9.4,5,White
6.1,0.22,0.49,1.5,0.051,18,87,0.9928,3.3,0.46,9.6,5,White
6.6,0.39,0.49,1.7,0.07,23,149,0.9922,3.12,0.5,11.5,6,Red
6.5,0.46,0.41,16.8,0.084,59,222,0.9993,3.18,0.58,9,5,White
7.8,0.29,0.36,7,0.042,38,161,0.9941,3.26,0.37,11.2,8,White
7.8,0.19,0.32,7.4,0.015,47,124,0.99278,2.99,0.39,11,6,White
7.3,0.22,0.41,15.4,0.05,55,191,1,3.32,0.59,8.9,6,White
6.6,0.435,0.38,9.2,0.058,66,243,0.99833,3.23,0.54,9.1,6,White
6.6,0.32,0.33,2.5,0.052,40,210,0.99316,3.15,0.6,10,5,White
6.1,0.15,0.29,6.2,0.046,39,151,0.99471,3.6,0.44,10.6,6,White
7,0.17,0.31,4.8,0.034,34,132,0.9944,3.36,0.48,9.6,7,White
6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,5,Red
8,0.29,0.49,11.7,0.035,40,131,0.9958,3.14,0.34,10.8,5,White
7.2,0.19,0.31,1.4,0.046,37,135,0.9939,3.34,0.57,10.2,7,White
7.4,0.28,0.36,14.6,0.048,35,161,0.9968,3.14,0.56,10.6,5,White
9,0.43,0.3,1.5,0.05,7,175,0.9951,3.11,0.45,9.7,4,White
8.1,0.82,0,4.1,0.095,5,14,0.99854,3.36,0.53,9.6,5,Red
7.3,0.55,0.01,1.8,0.093,9,15,0.99514,3.35,0.58,11,7,Red
6.4,0.23,0.26,8.1,0.054,47,181,0.9954,3.12,0.49,9.4,5,White
6.9,0.14,0.38,1,0.041,22,81,0.99043,3.03,0.54,11.4,6,White
6.8,0.18,0.35,5.4,0.054,53,143,0.99287,3.1,0.54,11,7,White
5.1,0.47,0.02,1.3,0.034,18,44,0.9921,3.9,0.62,12.8,6,Red
7.5,0.26,0.26,18.35,0.084,33,139,1.0011,3.17,0.39,8.8,5,White
7.5,0.19,0.34,2.6,0.037,33,125,0.9923,3.1,0.49,11.1,7,White
7.2,0.08,0.49,1.3,0.05,18,148,0.9945,3.46,0.44,10.2,6,White
7.15,0.17,0.24,9.6,0.119,56,178,0.99578,3.15,0.44,10.2,6,White
6.6,0.34,0.18,6.4,0.082,47,240,0.9971,3.42,0.48,9.2,5,White
8,0.59,0.05,2,0.089,12,32,0.99735,3.36,0.61,10,5,Red
6.2,0.58,0,1.6,0.065,8,18,0.9966,3.56,0.84,9.4,5,Red
6.2,0.55,0.45,12,0.049,27,186,0.9974,3.17,0.5,9.3,6,White
8.8,0.37,0.48,2.1,0.097,39,145,0.9975,3.04,1.03,9.3,5,Red
6.4,0.29,0.3,6.5,0.209,62,156,0.99478,3.1,0.4,9.4,5,White
5.2,0.31,0.36,5.1,0.031,46,145,0.9897,3.14,0.31,12.4,7,White
7,0.23,0.33,1,0.043,46,110,0.99118,3.04,0.65,10.8,6,White
7,0.25,0.45,2.3,0.045,40,118,0.99064,3.16,0.48,11.9,7,White
8.4,0.32,0.35,11.7,0.029,3,46,0.99439,3.02,0.34,11.8,6,White
7.4,0.16,0.32,1.4,0.065,23,140,0.99134,3.06,0.47,11.4,6,White
6.8,0.27,0.42,7.3,0.054,58,200,0.99556,3.12,0.49,9.4,6,White
7.6,0.14,0.74,1.6,0.04,27,103,0.9916,3.07,0.4,10.8,7,White
11.2,0.5,0.74,5.15,0.1,5,17,0.9996,3.22,0.62,11.2,5,Red
6.3,0.29,0.14,7.05,0.045,50,177,0.99564,3.23,0.42,9,5,White
8.8,0.27,0.46,2.1,0.095,20,29,0.99488,3.26,0.56,11.3,6,Red
7,0.31,0.35,1.6,0.063,13,119,0.99184,3.22,0.5,10.7,5,White
7.1,0.56,0.14,1.6,0.078,7,18,0.99592,3.27,0.62,9.3,5,Red
7.6,0.56,0.12,10.4,0.096,22,177,0.9983,3.32,0.45,9.1,4,White
6.1,0.17,0.28,4.5,0.033,46,150,0.9933,3.43,0.49,10.9,6,White
5.6,0.15,0.26,5.55,0.051,51,139,0.99336,3.47,0.5,11,6,White
8.1,0.31,0.36,8.2,0.028,29,142,0.9925,3.01,0.34,13,7,White
6.4,0.18,0.31,1.6,0.049,36,127,0.9934,3.6,0.67,10.4,7,White
11.9,0.39,0.69,2.8,0.095,17,35,0.9994,3.1,0.61,10.8,6,Red
6.5,0.27,0.19,4.2,0.046,6,114,0.9955,3.25,0.35,8.6,4,White
7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6,White
7.6,1.58,0,2.1,0.137,5,9,0.99476,3.5,0.4,10.9,3,Red
6,0.39,0.13,1.2,0.042,60,172,0.99114,3.06,0.52,10.6,5,White
6.6,0.34,0.4,8.1,0.046,68,170,0.99494,3.15,0.5,9.53333333333333,6,White
5.6,0.35,0.37,1,0.038,6,72,0.9902,3.37,0.34,11.4,5,White
6.8,0.47,0.08,2.2,0.064,18,38,0.99553,3.3,0.65,9.6,6,Red
6.6,0.66,0,3,0.115,21,31,0.99629,3.45,0.63,10.3,5,Red
5.2,0.185,0.22,1,0.03,47,123,0.99218,3.55,0.44,10.15,6,White
8,0.34,0.49,9,0.033,39,180,0.9936,3.13,0.38,12.3,8,White
6.6,0.41,0.16,1.4,0.037,28,160,0.99167,2.95,0.45,10.6,6,White
8.7,0.31,0.46,1.4,0.059,11,25,0.9966,3.36,0.76,10.1,6,Red
6.5,0.36,0.38,10.2,0.028,20,82,0.99274,3.1,0.43,12.1,7,White
6.3,0.18,0.22,5.6,0.047,45,147,0.99383,3.09,0.54,10,5,White
6.6,0.25,0.3,14.4,0.052,40,183,0.998,3.02,0.5,9.1,6,White
11.5,0.42,0.48,2.6,0.077,8,20,0.99852,3.09,0.53,11,5,Red
7.9,0.46,0.32,4.1,0.033,40,138,0.9912,3.18,0.44,12.8,7,White
6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,5,White
9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7,6,Red
7.3,0.22,0.5,13.7,0.049,56,189,0.9994,3.24,0.66,9,6,White
8,0.81,0.25,3.4,0.076,34,85,0.99668,3.19,0.42,9.2,5,Red
7.4,0.56,0.09,1.5,0.071,19,117,0.99496,3.22,0.53,9.8,5,White
6.7,0.18,0.31,10.6,0.035,42,143,0.99572,3.08,0.49,9.8,7,White
7.2,0.2,0.28,1.6,0.028,13,168,0.99203,3.17,1.06,11.5,6,White
7.4,0.34,0.42,1.1,0.033,17,171,0.9917,3.12,0.53,11.3,6,White
6.5,0.29,0.25,10.6,0.039,32,120,0.9962,3.31,0.34,10.1,6,White
7.1,0.36,0.3,1.6,0.08,35,70,0.99693,3.44,0.5,9.4,5,Red
7.2,0.44,0.28,3.4,0.048,22,112,0.99188,3.21,0.37,11.3,7,White
8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9,6,Red
5.8,0.275,0.3,5.4,0.043,41,149,0.9926,3.33,0.42,10.8,7,White
6.6,0.5,0.26,11.3,0.029,32,110,0.99302,3.27,0.78,12.9,8,White
6.4,0.475,0.06,1,0.03,9,131,0.9904,2.97,0.29,10.8,5,White
6.4,0.17,0.27,9.9,0.047,26,101,0.99596,3.34,0.5,9.9,6,White
6.9,0.2,0.36,1.5,0.031,38,147,0.9931,3.35,0.56,11,6,White
8.1,0.27,0.41,1.45,0.033,11,63,0.9908,2.99,0.56,12,5,White
9.5,0.46,0.49,6.3,0.064,5,17,0.9988,3.21,0.73,11,6,Red
7.2,0.24,0.3,1.6,0.048,27,131,0.9933,3.25,0.45,10.5,5,White
8.6,0.18,0.4,1.1,0.04,20,107,0.9923,2.94,0.32,10.2,7,White
6.9,0.115,0.35,5.4,0.048,36,108,0.9939,3.32,0.42,10.2,6,White
6.8,0.28,0.39,1.4,0.036,15,115,0.9918,3.27,0.72,11.7,5,White
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8,White
